ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
290-20201016,2745771,29016,1,O C SANDERS,SANDERS LOUNGE,700 W 59TH ST 1ST,CHICAGO,IL,60621,16,53,7,1472,Music and Dance,290,RENEW,,08/15/2020,12/01/2020,N,10/16/2020,10/15/2022,12/01/2020,01/13/2021,AAI,,,41.787176102,-87.642599018,"(41.7871761020304, -87.64259901750826)"
25589-20150816,2407249,52879,1,BRUDDER'S BAR & GRILL LLC,BRUDDER'S,3600 N PULASKI RD 1ST,CHICAGO,IL,60641,30,1,17,1472,Music and Dance,25589,RENEW,,06/15/2015,07/31/2015,N,08/16/2015,08/15/2017,07/31/2015,07/31/2015,AAI,,,41.946415942,-87.727549491,"(41.946415942190185, -87.7275494909985)"
1139384-20130316,2227339,212362,1,AMAZING VENTURES LLC,AMAZING CHICAGO LLC,600 E GRAND AVE,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,1139384,RENEW,,01/17/2013,08/27/2013,N,03/16/2013,03/15/2015,08/27/2013,08/28/2013,AAI,,,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)"
13244-20191116,2691280,63046,2,IVERCREST INC,DIVERSEY-RIVER BOWL,2211 W DIVERSEY PKWY  1ST,CHICAGO,IL,60647,32,7,14,1050,Public Place of Amusement,13244,RENEW,,09/15/2019,11/08/2019,N,11/16/2019,11/15/2021,11/08/2019,11/12/2019,AAI,,,41.932109855,-87.683615852,"(41.93210985510181, -87.68361585249846)"
1843381-20200216,2705824,292775,1,"MEXCALTITAN, INC.",LAS ISLAS BAR & GRILL,6560 W FULLERTON AVE,CHICAGO,IL,60707,36,3,25,1050,Public Place of Amusement,1843381,RENEW,,12/15/2019,02/10/2020,N,02/16/2020,02/15/2022,02/10/2020,02/11/2020,AAI,,,41.923750201,-87.78988086,"(41.92375020104243, -87.78988085962634)"
2162367-20190716,2666411,63878,89,THE UNIVERSITY OF CHICAGO,REVA AND DAVID LOGAN CENTER FOR THE ARTS,915 E 60TH ST,CHICAGO,IL,60637,5,32,2,1050,Public Place of Amusement,2162367,RENEW,,05/15/2019,07/10/2019,N,07/16/2019,07/15/2021,07/10/2019,07/23/2019,AAI,,,41.785790958,-87.603744686,"(41.78579095767523, -87.60374468613567)"
2529160-20200416,2714138,20800,2,"MAMA LOUKAS, INC.",VINES ON CLARK,3550-3554 N CLARK ST 1,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2529160,RENEW,,02/15/2020,10/30/2020,N,04/16/2020,07/15/2021,10/30/2020,11/03/2020,AAI,,17,41.946843708,-87.65640059,"(41.94684370762542, -87.65640059044576)"
24148-20160716,2465597,29968,1,NEW CELEBRITY LOUNGE INC,NEW CELEBRITY LOUNGE INC,2020-2022 E 83RD ST 1ST,CHICAGO,IL,60617,8,42,4,1472,Music and Dance,24148,RENEW,,05/15/2016,07/12/2016,N,07/16/2016,07/15/2018,07/12/2016,07/12/2016,AAI,,,41.744456862,-87.574910022,"(41.74445686220236, -87.57491002150282)"
2088681-20160416,2448536,205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2088681,RENEW,,02/15/2016,04/08/2016,N,04/16/2016,04/15/2018,04/08/2016,04/11/2016,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
1300708-20130216,2222891,21703,1,"GIW, INC.",GOOSE ISLAND WRIGLEYVILLE,3535 N CLARK ST 1ST,CHICAGO,IL,60657,44,31,19,1050,Public Place of Amusement,1300708,RENEW,,01/16/2013,02/05/2013,N,02/16/2013,02/15/2015,02/05/2013,02/06/2013,AAI,,17,41.946583953,-87.65584945,"(41.94658395261614, -87.6558494495207)"
2501380-20210216,2765826,411964,1,"THE ESCAPE GAME CHICAGO, LLC",THE ESCAPE GAME CHICAGO,42 E ONTARIO ST 1,CHICAGO,IL,60611,42,22,18,1050,Public Place of Amusement,2501380,RENEW,,12/15/2020,02/05/2021,N,02/16/2021,02/15/2023,02/19/2021,02/22/2021,AAI,,,41.893406755,-87.626523821,"(41.893406755238985, -87.62652382052042)"
1093141-20160616,2459851,52343,1,3733 NORTH HALSTED INC.,THE NORTH END,3733 -3735 N HALSTED ST,CHICAGO,IL,60613,46,24,19,1050,Public Place of Amusement,1093141,RENEW,,04/15/2016,06/22/2016,N,06/16/2016,06/15/2018,06/22/2016,06/23/2016,AAI,,8,41.950052664,-87.649428152,"(41.950052664237134, -87.64942815211083)"
2780737-20210514,2780737,473956,1,AVLI LAKESHORE EAST LLC,AVLI ON THE PARK,180 N FIELD BLVD 2-3,CHICAGO,IL,60601,42,6,1,1050,Public Place of Amusement,2780737,ISSUE,03/22/2021,03/22/2021,03/22/2021,N,05/14/2021,05/15/2023,05/14/2021,05/14/2021,AAI,,,41.885504344,-87.617550781,"(41.885504343975974, -87.6175507807259)"
31297-20170516,2518331,14314,3,WATER TOWER PLACE RESTAURANTS LIMITED PARTNERSHIP,FOOD LIFE,835 N MICHIGAN AVE  MEZZA,CHICAGO,IL,60611,2,37,18,1050,Public Place of Amusement,31297,RENEW,,03/15/2017,03/29/2017,N,05/16/2017,05/15/2019,04/20/2017,04/20/2017,AAI,,,41.897740856,-87.623961316,"(41.897740856252504, -87.62396131598219)"
1868392-20220916,2859763,322760,1,"MSG CHICAGO, LLC",CHICAGO THEATER,175 N STATE ST,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,1868392,RENEW,,07/15/2022,08/23/2022,N,09/16/2022,09/15/2024,09/13/2022,09/14/2022,AAI,,1,41.885237799,-87.627781834,"(41.885237799492714, -87.62778183447381)"
2384984-20170516,2520983,376257,2,"OXFORD HOTELS AND RESORTS, LLC",BRUNCH ROOM,127 W HURON ST 1ST,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2384984,RENEW,,03/15/2017,04/11/2017,N,05/16/2017,02/15/2018,05/04/2017,05/05/2017,AAI,,,41.894706184,-87.632422292,"(41.894706183704464, -87.63242229170142)"
1909919-20151116,2426003,293315,3,"CLUB 2047, LLC - CONCORD MUSIC HALL",CONCORD MUSIC HALL,"2043-2051 N MILWAUKEE AVE 2,3, & BALCONY",CHICAGO,IL,60647,1,20,14,1050,Public Place of Amusement,1909919,RENEW,,09/15/2015,10/19/2015,N,11/16/2015,11/15/2017,10/13/2017,10/13/2017,AAI,,,41.918447569,-87.689825749,"(41.918447569300206, -87.68982574887923)"
2550154-20200316,2710715,294658,2,Gilloury Institute,SILK ROAD RISING,77 W WASHINGTON ST  LWR LVL,CHICAGO,IL,60602,34,9,1,1050,Public Place of Amusement,2550154,RENEW,,01/15/2020,02/24/2020,N,03/16/2020,03/15/2022,02/27/2020,02/28/2020,AAI,,,41.88310054,-87.630331212,"(41.883100539501605, -87.63033121191829)"
28136-20130916,2272005,11452,1,"LINCOLN SQUARE LANES, INC.","LINCOLN SQUARE LANES, INC.",4874 N LINCOLN AVE 2,CHICAGO,IL,60625,40,1,20,1050,Public Place of Amusement,28136,RENEW,,07/15/2013,09/12/2013,N,09/16/2013,09/15/2015,09/12/2013,09/13/2013,AAI,,21,41.970550218,-87.689936508,"(41.970550218072056, -87.68993650758067)"
25126-20150816,2406264,10234,1,MICHELLA TERRACE INC.,MICHELLA TERRACE,5215-5219 W IRVING PARK RD,CHICAGO,IL,60641,45,35,16,1050,Public Place of Amusement,25126,RENEW,,06/15/2015,08/12/2015,N,08/16/2015,08/15/2017,08/12/2015,08/12/2015,AAI,,,41.95317844,-87.757804419,"(41.95317843969206, -87.75780441878463)"
2065175-20200716,2729913,271886,1,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE,231 N ASHLAND AVE 1,CHICAGO,IL,60607,27,33,12,1050,Public Place of Amusement,2065175,RENEW,,05/15/2020,08/05/2021,N,07/16/2020,07/15/2022,08/05/2021,08/06/2021,AAI,,,41.886332286,-87.666859806,"(41.88633228594559, -87.66685980599203)"
2522274-20191213,2522274,413350,1,ONEAL BARSIN INC.,JULIANA'S RESTAURANT,3001-3007 W PETERSON AVE,CHICAGO,IL,60659,50,29,20,1050,Public Place of Amusement,2522274,ISSUE,03/20/2017,11/01/2019,11/01/2019,N,12/13/2019,12/15/2021,12/13/2019,12/13/2019,AAI,,,41.990304614,-87.704312836,"(41.99030461398915, -87.70431283600489)"
40722-20170416,2512525,16008,1,"FUN TIMES, INC.",GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,24,18,1472,Music and Dance,40722,RENEW,,02/15/2017,03/01/2017,N,04/16/2017,04/15/2019,03/01/2017,03/02/2017,AAI,,,41.918220945,-87.638252446,"(41.918220945312974, -87.63825244587586)"
2637279-20220916,2861783,454977,1,ROCKWELL PROPERTIES LLC,Rockwell on the River,3057 N ROCKWELL ST 1 BLDG 2,CHICAGO,IL,60618,35,5,14,1050,Public Place of Amusement,2637279,RENEW,,07/15/2022,08/25/2022,N,09/16/2022,09/15/2024,09/20/2022,09/20/2022,AAI,,,41.937394949,-87.69273769,"(41.93739494901925, -87.69273768966114)"
9822-20210716,2786911,4504,1,FURAMA RESTAURANT INCORPORATED,FURAMA RESTAURANT INC,4936 N BROADWAY,CHICAGO,IL,60640,48,40,20,1050,Public Place of Amusement,9822,RENEW,,05/15/2021,07/06/2021,N,07/16/2021,07/15/2023,07/20/2021,07/21/2021,AAI,,34,41.972613179,-87.659913349,"(41.97261317872583, -87.65991334912181)"
2121212-20160416,2448537,205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2121212,RENEW,,02/15/2016,04/08/2016,N,04/16/2016,04/15/2018,04/08/2016,04/11/2016,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
2488935-20210116,2760942,351049,1,"IRVING SACRAMENTO, INC.",LEADER BAR,3000-3004 W IRVING PARK RD 1ST,CHICAGO,IL,60618,33,11,17,1050,Public Place of Amusement,2488935,RENEW,,11/15/2020,07/18/2021,N,01/16/2021,01/15/2023,07/18/2021,07/21/2021,AAI,,60,41.954059261,-87.703190856,"(41.954059261483835, -87.70319085577366)"
1543207-20231016,2926068,282984,1,CHICAGO BILLIARD ENDEAVORS LIMITED,CHICAGO BILLIARD CAFE,5935 W IRVING PARK RD 1,CHICAGO,IL,60634,38,39,16,1050,Public Place of Amusement,1543207,RENEW,,08/15/2023,09/08/2023,N,10/16/2023,10/15/2025,09/19/2023,09/20/2023,AAI,,,41.952959181,-87.775771387,"(41.952959180728236, -87.7757713874461)"
2470598-20220616,2844162,402530,1,312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,1824-1826 W DIVISION ST  1,CHICAGO,IL,60622,1,5,14,1050,Public Place of Amusement,2470598,RENEW,,04/15/2022,05/24/2022,N,06/16/2022,06/15/2024,06/16/2022,06/17/2022,AAI,,33,41.90335951,-87.673397338,"(41.90335951000414, -87.67339733788289)"
2663442-20221016,2866756,458144,1,KANYAKA GROUP INC.,KANYA LOUNGE,2525 N ELSTON AVE 1 & MEZZANINE,CHICAGO,IL,60647,32,37,14,1050,Public Place of Amusement,2663442,RENEW,,08/15/2022,08/26/2022,N,10/16/2022,09/15/2024,08/31/2022,09/07/2022,AAI,,,41.927491952,-87.680787559,"(41.927491951779736, -87.68078755906367)"
2049802-20190116,2635266,355732,1,"POST TIME CATERING, INC.",111TH STREET OTB,11203 S CORLISS AVE 1,CHICAGO,IL,60628,9,37,5,1050,Public Place of Amusement,2049802,RENEW,,11/15/2018,01/08/2019,N,01/16/2019,07/15/2021,01/08/2019,01/09/2019,AAI,,,41.690742007,-87.600677902,"(41.69074200662608, -87.60067790215122)"
2556132-20210916,2801439,401856,1,"CPP ENTERPRISES II, INC.",DANNY'S PIZZA PLACE,6021 S ARCHER AVE 1,CHICAGO,IL,60638,23,54,8,1050,Public Place of Amusement,2556132,RENEW,,07/15/2021,08/25/2021,N,09/16/2021,09/15/2023,09/07/2021,09/15/2021,AAI,,,41.794849958,-87.767280356,"(41.794849958047614, -87.76728035628865)"
2021838-20160916,2480013,306327,1,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2021838,RENEW,,07/15/2016,07/18/2016,N,09/16/2016,09/15/2018,08/17/2016,08/18/2016,AAI,,1,41.885778195,-87.627793737,"(41.88577819486805, -87.62779373655565)"
2419619-20190416,2647595,4450,4,"THE SECOND CITY, INC.",THE SECOND CITY,1608-1616 N WELLS ST 2ND-4TH,CHICAGO,IL,60614,2,4,18,1050,Public Place of Amusement,2419619,RENEW,,02/15/2019,05/29/2019,N,04/16/2019,07/15/2021,04/23/2019,04/24/2019,AAI,,48,41.911434578,-87.634866253,"(41.911434578067364, -87.6348662530864)"
1974641-20131216,2291958,322178,1,"18TH ST. CAFE, LLC",SIMONE'S,960-962 W 18TH ST 1,CHICAGO,IL,60608,25,17,12,1050,Public Place of Amusement,1974641,RENEW,,10/15/2013,12/04/2013,N,12/16/2013,12/15/2015,12/04/2013,12/05/2013,AAI,,,41.858141551,-87.650926121,"(41.85814155141025, -87.65092612143025)"
1595799-20191216,2791519,49412,2,ST. PIUS V CHURCH,St. Pius V Church,1919 S ASHLAND AVE,CHICAGO,IL,60608,25,7,12,1050,Public Place of Amusement,1595799,RENEW,,05/26/2021,06/14/2021,N,12/16/2019,12/15/2021,06/14/2021,06/15/2021,AAI,,,41.855363885,-87.665933192,"(41.855363885442415, -87.66593319157184)"
1096159-20240416,2953375,85751,4,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,164 N STATE ST,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,1096159,RENEW,,02/15/2024,02/21/2024,N,04/16/2024,04/15/2026,04/23/2024,04/24/2024,AAI,,1,41.884963672,-87.628068565,"(41.884963671827244, -87.62806856475854)"
2130117-20150816,2409038,330995,1,SPANCIL HILL DEVELOPMENT LLC,PADDY O FEGAN'S,204 N HALSTED ST 1,CHICAGO,IL,60661,27,1,12,1050,Public Place of Amusement,2130117,RENEW,,06/15/2015,08/13/2015,N,08/16/2015,08/15/2017,08/13/2015,08/14/2015,AAI,,,41.885832062,-87.647626299,"(41.88583206160444, -87.6476262989679)"
2469390-20220816,2854839,406709,1,"613 NORTH WELLS STREET LICENSE, LLC",Yours Truly Oyster Bar,611-613 N WELLS ST 1ST & BSMT,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2469390,RENEW,,06/15/2022,08/25/2022,N,08/16/2022,08/15/2024,11/28/2022,11/29/2022,AAI,,,41.892790447,-87.633953583,"(41.89279044658767, -87.63395358331424)"
2550140-20230316,2888087,86723,3,THE MUSEUM OF CONTEMPORARY ART,MCA WAREHOUSE,1747 W HUBBARD ST,CHICAGO,IL,60622,27,27,12,1050,Public Place of Amusement,2550140,RENEW,,01/15/2023,01/18/2023,N,03/16/2023,03/15/2025,01/18/2023,01/19/2023,AAI,,,41.889708209,-87.671416988,"(41.88970820884644, -87.67141698827098)"
2676964-20220116,2821923,460012,1,"PANIQ TRIO, LLC",PANIQ ROOM CHICAGO,3059-3061 W LOGAN BLVD LL-1ST,CHICAGO,IL,60647,1,14,14,1050,Public Place of Amusement,2676964,RENEW,,11/15/2021,01/17/2022,N,01/16/2022,01/15/2024,01/19/2022,01/19/2022,AAI,,,41.92829363,-87.70481332,"(41.928293629668865, -87.70481331979636)"
26638-20211116,2809164,3427,1,"NORFORD HOTEL, INC",NORFORD HOTEL INC SRO,1508 N PULASKI RD,CHICAGO,IL,60651,26,32,25,1050,Public Place of Amusement,26638,RENEW,,09/15/2021,11/09/2021,N,11/16/2021,11/15/2023,11/15/2021,11/16/2021,AAI,,,41.90840199,-87.726618875,"(41.90840198981698, -87.72661887512912)"
2550101-20170803,2550101,85612,11,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1306 S MICHIGAN AVE 1 104,CHICAGO,IL,60605,3,40,1,1050,Public Place of Amusement,2550101,ISSUE,,,,N,08/03/2017,10/15/2018,08/03/2017,08/03/2017,AAI,,,41.8655389,-87.624257393,"(41.865538899600786, -87.62425739326504)"
2601923-20210526,2601923,428260,1,SKYLINE VIEW CHICAGO LLC,THE PENTHOUSE HYDE PARK,5107 S BLACKSTONE AVE 13,CHICAGO,IL,60615,4,27,2,1050,Public Place of Amusement,2601923,ISSUE,06/08/2018,08/28/2019,08/28/2019,Y,05/26/2021,06/15/2023,05/26/2021,05/26/2021,AAI,,,41.802181145,-87.590356319,"(41.80218114518527, -87.59035631878895)"
1905129-20230316,2887156,159,1,"ANDY'S 11 EAST LOUNGE, LTD.",ANDYS 11 EAST LOUNGE,11 E HUBBARD ST 1ST,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,1905129,RENEW,,01/15/2023,02/21/2023,N,03/16/2023,03/15/2025,03/10/2023,03/13/2023,AAI,,,41.889963868,-87.627506922,"(41.889963868268154, -87.62750692235896)"
1646675-20181116,2624236,261212,1,"TS2, INC.",HOUNDSTOOTH SALOON,3365-3369 N CLARK ST 1,CHICAGO,IL,60657,44,20,19,1050,Public Place of Amusement,1646675,RENEW,,09/15/2018,11/14/2018,N,11/16/2018,11/15/2020,11/14/2018,11/15/2018,AAI,,17,41.943457073,-87.653355999,"(41.94345707298264, -87.65335599897453)"
2176-20160216,2438294,2680,1,"THE LODGE TAVERN, INC.",THE LODGE TAVERN,21 W DIVISION ST 1,CHICAGO,IL,60610,2,29,18,1472,Music and Dance,2176,RENEW,,12/15/2015,01/25/2016,N,02/16/2016,02/15/2018,01/25/2016,01/26/2016,AAI,,,41.903817807,-87.629582141,"(41.90381780710421, -87.62958214133575)"
2550096-20220216,2823883,27095,1,THE RUTH PAGE FOUNDATION,THE RUTH PAGE FOUNDATION,1016 N DEARBORN ST 1,CHICAGO,IL,60610,2,20,18,1050,Public Place of Amusement,2550096,RENEW,,12/15/2021,02/27/2022,N,02/16/2022,02/15/2024,02/27/2022,02/23/2023,AAI,,,41.901124441,-87.630052365,"(41.90112444126071, -87.63005236504547)"
1093273-20150516,2387518,86271,1,"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.",HARD ROCK CAFE,63 W ONTARIO ST 1ST,CHICAGO,IL,60610,42,22,18,1050,Public Place of Amusement,1093273,RENEW,,03/15/2015,04/16/2015,N,05/16/2015,05/15/2017,04/28/2015,04/29/2015,AAI,,,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)"
1447603-20141116,2356631,219566,1,"LOCHI, INC.",PHYLLIS' MUSICAL INN,1800 W DIVISION ST,CHICAGO,IL,60622,1,5,14,1050,Public Place of Amusement,1447603,RENEW,,09/15/2014,10/16/2014,N,11/16/2014,11/15/2016,11/04/2014,11/05/2014,AAI,,33,41.903375619,-87.672429583,"(41.903375619155796, -87.67242958322352)"
28194-20151116,2424819,30974,1,STEVE SPORTS BAR LOUNGE INC,STEVE'S SPORTS BAR & LOUNGE IN,3524 W NORTH AVE GROUND,CHICAGO,IL,60647,26,14,14,1472,Music and Dance,28194,RENEW,,09/15/2015,11/13/2015,N,11/16/2015,11/15/2017,11/13/2015,11/13/2015,AAI,,,41.91012144,-87.715106816,"(41.91012144020728, -87.71510681559191)"
2550159-20210416,2773450,305426,1,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,NORTHWESTERN UNIVERSITY SETTLEMENT HOUSE & VITTUM THEATER,1012 N NOBLE ST 1-3,CHICAGO,IL,60642,1,56,12,1050,Public Place of Amusement,2550159,RENEW,,02/15/2021,02/17/2021,N,04/16/2021,04/15/2023,03/18/2021,03/19/2021,AAI,,29,41.900266619,-87.662666416,"(41.90026661899035, -87.66266641552214)"
2550169-20220816,2853910,347562,1,"THEATER WIT, NFP",THEATER WIT NFP,1229 W BELMONT AVE 1,CHICAGO,IL,60657,32,23,19,1050,Public Place of Amusement,2550169,RENEW,,06/15/2022,08/04/2022,N,08/16/2022,08/15/2024,08/04/2022,08/05/2022,AAI,,27,41.939709631,-87.660134844,"(41.939709631139095, -87.66013484396599)"
26343-20171216,2561038,2691,1,CHRIS'S BILLIARDS INC.,CHRIS'S BILLIARDS INC.,4637 N MILWAUKEE AVE,CHICAGO,IL,60630,45,18,16,1050,Public Place of Amusement,26343,RENEW,,10/15/2017,11/27/2017,N,12/16/2017,12/15/2019,11/27/2017,12/27/2018,AAI,,,41.96498819,-87.758076485,"(41.964988189713914, -87.7580764849633)"
1227880-20160216,2439491,223046,1,"MJ ONTARIO, INC.",Y,224 W ONTARIO ST,CHICAGO,IL,60610,42,68,18,1050,Public Place of Amusement,1227880,RENEW,,12/15/2015,02/16/2016,N,02/16/2016,02/15/2018,02/16/2016,02/17/2016,AAI,,,41.893282026,-87.635203823,"(41.89328202566408, -87.63520382328524)"
1618157-20130216,2222834,18138,2,"BAR-BEL ENTERPRISES, INC.",FIZZ BAR & GRILL,3220 N LINCOLN AVE 2,CHICAGO,IL,60657,32,38,19,1050,Public Place of Amusement,1618157,RENEW,,01/16/2013,02/13/2013,N,02/16/2013,02/15/2015,07/18/2013,07/19/2013,AAI,,27,41.940269581,-87.669237607,"(41.94026958072296, -87.66923760732696)"
1332803-20150316,2375298,14535,1,BRIDGEPORT U.S.A. CORPORATION,POLO CAFE AND CATERING BRIDGEPORT U.S.A.,3322 S MORGAN ST,CHICAGO,IL,60608,11,19,9,1050,Public Place of Amusement,1332803,RENEW,,01/16/2015,02/19/2015,N,03/16/2015,03/15/2017,02/19/2015,02/20/2015,AAI,,,41.833618869,-87.651182688,"(41.83361886880686, -87.65118268844637)"
2812870-20211122,2812870,4280,18,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF,1640-1700 N HALSTED ST,CHICAGO,IL,60614,43,5,18,1050,Public Place of Amusement,2812870,C_EXPA,09/22/2021,10/08/2021,10/08/2021,Y,11/22/2021,04/15/2023,11/22/2021,11/22/2021,AAI,,,41.912103935,-87.648454586,"(41.91210393500865, -87.64845458559604)"
2786247-20231216,2937855,474985,1,ONLY SPORTS CENTER CORPORATION,ONLY SPORTS COMPLEX,3800 N MILWAUKEE AVE 1,CHICAGO,IL,60641,30,6,17,1050,Public Place of Amusement,2786247,RENEW,,10/15/2023,10/18/2023,N,12/16/2023,12/15/2025,12/02/2023,12/04/2023,AAI,,,41.949989579,-87.741947527,"(41.94998957872941, -87.74194752675226)"
2036427-20181016,2619572,353500,2,"REGAL CINEMAS, INC.",REGAL CINEMAS WEBSTER PLACE,1471 W WEBSTER AVE 1ST AND 2ND,CHICAGO,IL,60614,32,20,18,1050,Public Place of Amusement,2036427,RENEW,,08/15/2018,09/24/2018,N,10/16/2018,10/15/2020,09/27/2018,09/28/2018,AAI,,,41.921492622,-87.665998498,"(41.92149262198601, -87.6659984982567)"
2326975-20150413,2326975,11607,2,"NORTH INN, LTD.",EXIT,1315 W NORTH AVE 1-2,CHICAGO,IL,60642,27,46,14,1050,Public Place of Amusement,2326975,ISSUE,04/24/2014,01/28/2015,01/28/2015,N,04/13/2015,04/15/2017,04/13/2015,04/13/2015,AAI,,,41.910612624,-87.661121813,"(41.910612624005275, -87.66112181251876)"
2373813-20160512,2373813,390719,1,CHICAGO DESIGN MUSEUM,CHICAGO DESIGN MUSEUM,108 N STATE ST 3,CHICAGO,IL,60602,34,9,1,1050,Public Place of Amusement,2373813,ISSUE,12/23/2014,02/05/2016,02/05/2016,N,05/12/2016,05/15/2018,05/12/2016,05/12/2016,AAI,,1,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
2659126-20220316,2830174,428538,3,OP ESPORTS INC.,MIDLANE ESPORTS,2741 N MILWAUKEE AVE 1,CHICAGO,IL,60647,35,17,14,1050,Public Place of Amusement,2659126,RENEW,,01/15/2022,02/28/2022,N,03/16/2022,03/15/2024,02/28/2022,03/01/2022,AAI,,,41.931041596,-87.710405911,"(41.93104159573519, -87.71040591126865)"
2137311-20141116,2356478,86301,5,"WHERE'S THE DUKE, INC.",JOE'S BAR,940 W WEED ST 1ST&MEZZ,CHICAGO,IL,60642,27,46,18,1050,Public Place of Amusement,2137311,RENEW,,09/15/2014,11/14/2014,N,11/16/2014,11/15/2016,11/14/2014,11/17/2014,AAI,,,41.90989553,-87.652772439,"(41.9098955303975, -87.65277243899028)"
12533-20131016,2280850,86620,2,"STAROPOLSKA RESTAURANT, LTD.",JOLLY INN RESTAURANT,6501 W IRVING PARK RD  1 FT/,CHICAGO,IL,60634,38,8,16,1050,Public Place of Amusement,12533,RENEW,,08/15/2013,09/30/2013,N,10/16/2013,10/15/2015,10/03/2013,10/04/2013,AAI,,,41.952764731,-87.789076877,"(41.95276473128928, -87.78907687655371)"
2431878-20200416,2716706,401987,1,"ARTANGO BISTRO, LLC",ARTANGO BAR AND STEAKHOUSE,4767 N LINCOLN AVE 1ST,CHICAGO,IL,60625,47,20,19,1050,Public Place of Amusement,2431878,RENEW,,02/15/2020,03/09/2020,N,04/16/2020,04/15/2022,05/14/2021,05/17/2021,AAI,,21,41.968405328,-87.688271821,"(41.96840532791772, -87.68827182075509)"
1822426-20170516,2519302,205657,1,PETTERINO'S LLC,PETTERINO'S / DO-RITE DONUTS,150 N DEARBORN ST,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,1822426,RENEW,,03/15/2017,04/27/2017,N,05/16/2017,05/15/2019,05/19/2017,05/19/2017,AAI,,,41.884508978,-87.629605631,"(41.884508977775795, -87.62960563075471)"
2550191-20200416,2714571,63260,14,DE PAUL UNIVERSITY,DE PAUL UNIVERSITY,"2350 N RACINE AVE 1,2, & 4",CHICAGO,IL,60614,2,47,18,1050,Public Place of Amusement,2550191,RENEW,,02/15/2020,04/09/2020,N,04/16/2020,04/15/2022,06/15/2020,06/17/2020,AAI,,,41.92499555,-87.658589696,"(41.924995550378604, -87.65858969614472)"
2129356-20171116,2556145,264,1,"PAUL AND MARC'S ENTERPRISES, LTD.",LOCAL 83,8355 S PULASKI RD,CHICAGO,IL,60652,18,11,8,1050,Public Place of Amusement,2129356,RENEW,,09/15/2017,11/09/2017,N,11/16/2017,11/15/2019,11/09/2017,11/13/2017,AAI,,,41.740515143,-87.721478363,"(41.74051514320914, -87.72147836324686)"
24205-20211016,2804446,29983,1,"AS TIME GOES BY II, LTD.",AS TIME GOES BY II LTD.,7706 W BELMONT AVE,CHICAGO,IL,60634,38,40,16,1472,Music and Dance,24205,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,01/18/2022,AAI,,,41.937994149,-87.819283117,"(41.9379941491104, -87.81928311687304)"
1899617-20150316,2377862,355307,1,"ERIE-FRANKLIN HOP HAUS, LLC",CONCRETE COWBOY,646 N FRANKLIN ST,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,1899617,RENEW,,01/16/2015,04/20/2015,N,03/16/2015,03/15/2017,04/20/2015,06/12/2015,AAI,,,41.893782777,-87.635779341,"(41.89378277737744, -87.6357793413821)"
